case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-000052,OTHER,I am reporting vandalism and property damage at my car in Peoples Colony No. 1 Faisalabad. Sometime during the night unknown persons damaged my property causing losses of approximately Rs. 130000. They wrote threatening messages on the walls and broke glass panels. I suspect my neighbor with whom I have an ongoing dispute about a boundary issue. He had threatened me last week. I have partial CCTV footage showing figures near my property around 2 AM but faces are not clearly visible. The damage has caused me significant financial loss and mental stress.,"Flat 408, City Heights, Peoples Colony No. 1, Faisalabad",31.419682,73.069761,2025-11-05 18:06:44+00:00,Punjab,Faisalabad,18,2,evening
CR-2025-000053,THEFT,My car parked in front of my house in MM Alam Road Lahore was stripped of parts during the night. When I woke up in the morning I found side mirrors and battery all missing. The car is a Toyota Corolla and the estimated loss is around Rs. 70000. The neighbors said they heard nothing suspicious during the night. This is the second such incident on our street this month. The thieves appear to be professionals who work quickly and silently. I request police to investigate this pattern of thefts.,"Flat 1007, Al-Fatah Heights, MM Alam Road, Lahore",31.410309,74.340528,2025-10-10 23:44:01+00:00,Punjab,Lahore,23,4,evening
CR-2025-000054,BURGLARY,I am reporting a burglary at my residence in MM Alam Road Lahore. The incident occurred while we were visiting relatives for the evening. The burglars broke in through the back window after cutting the CCTV wires. They systematically searched every room taking only valuables. We lost gold jewelry worth 3 tola cash Rs. 390000 and several electronics. Nothing large was taken suggesting they had a loading vehicle waiting. Neighbors reported seeing an unfamiliar vehicle in the area. The burglars appeared to know our schedule as the robbery happened when the house was empty.,"House 40-A, Street 37, MM Alam Road, behind the factory, Lahore",31.613812,74.226776,2025-03-21 22:54:27+00:00,Punjab,Lahore,22,4,evening
CR-2025-000055,FRAUD,I lost Rs. 260000 to an online scammer on OLX Pakistan. They were advertising an gaming laptop at an attractive price. After negotiating on WhatsApp I was convinced to pay in advance via bank transfer. They promised delivery through courier within 3 days. The tracking number provided was fake and the product never arrived. The seller has disappeared and all contact numbers are unreachable. I have saved all chat history and payment receipts from my residence in Johar Town Lahore. This was clearly a planned fraud.,"Plot 423, Block F, Johar Town, close to the pharmacy, Lahore",31.509268,74.360773,2025-01-12 13:32:25+00:00,Punjab,Lahore,13,6,afternoon
CR-2025-000056,ASSAULT,I am reporting a road rage assault that occurred afternoon around 2 PM on the main road near Gulberg III Lahore. A black Fortuner bumped my motorcycle from behind. When I stopped to check damage three men emerged and started beating me without any discussion or provocation. They were well-dressed in white shalwar kameez and seemed influential. One had an iron rod which he used on my legs. The attack lasted several minutes while onlookers were too scared to help. I sustained head injuries requiring 12 stitches. I was hospitalized for treatment. The attackers drove away threatening to kill me if I filed a complaint. Nearby petrol pump CCTV may have recorded the incident.,"House 188-F, Street 7, Gulberg III, behind the factory, Lahore",31.511934,74.364618,2025-03-24 21:19:24+00:00,Punjab,Lahore,21,0,evening
CR-2025-000057,DOMESTIC_VIOLENCE,I am reporting domestic violence by my husband at our home in Gakhar Mandi Gujranwala. For the since marriage he has been physically abusing me regularly. Last night around 10 PM he came home in a bad mood and beat me severely causing head injury. My children witnessed the violence and are traumatized. He has threatened to kill me if I report to anyone. I have photos of my injuries and previous hospital records. I am currently hiding at my parents house and am afraid to return.,"335-H, Main Road, Gakhar Mandi, near railway crossing, Gujranwala",32.194704,74.215699,2026-01-13 21:18:09+00:00,Punjab,Gujranwala,21,1,evening
CR-2025-000058,THEFT,At around 3:30 PM near Susan Road my mobile phone was snatched by two individuals on a black Honda CD-70. I had just finished a call and was putting my phone in my pocket when the pillion rider forcefully grabbed it from my hand. The motorcycle number plate removed. The snatcher face covered with cloth and was black jacket. They fled at high speed towards the bypass. My Oppo Reno 10 worth Rs. 10000 is now gone along with all my contacts and data. The street was relatively empty at that hour and there were no witnesses around.,"Flat 707, City Heights, Susan Road, Faisalabad",31.430346,73.10375,2025-10-24 00:26:42+00:00,Punjab,Faisalabad,0,4,late_night
CR-2025-000059,ROBBERY,I was robbed immediately after withdrawing cash from a Allied Bank ATM in Peoples Colony No. 1 Faisalabad around 7 PM. A man who appeared to be watching me at the ATM followed me for about 50 meters until I reached a quieter area and then confronted me. He showed me a pistol hidden under his shirt and demanded all the cash I had just withdrawn which was Rs. 110000. He also took my mobile phone and wallet. He was a short man about 5 feet 2 inches wearing ordinary casual clothes. He escaped on foot into a nearby gali. I am certain he was specifically targeting ATM users.,"Plot 190, Block E, Peoples Colony No. 1, close to the school, Faisalabad",31.353579,73.11758,2025-02-07 22:38:16+00:00,Punjab,Faisalabad,22,4,evening
CR-2025-000060,THEFT,When I came out to my car this morning parked outside my house in Ghanta Ghar Bazaar Faisalabad I found that side mirrors and battery had been stolen sometime during the night. The car a Toyota Corolla was parked on the street as our garage was occupied. The thieves worked silently without disturbing anyone in the house. There were no signs of forced entry to the car interior so they must have used professional tools. The total loss is approximately Rs. 60000. Several other cars on our street have been similarly targeted in recent weeks. We need increased police patrolling in this area.,"Plot 238, Block F, Ghanta Ghar Bazaar, at the bus stop, Faisalabad",31.430762,73.14732,2025-05-02 17:49:52+00:00,Punjab,Faisalabad,17,4,afternoon
CR-2025-000061,THEFT,I am reporting theft of my bicycle imported racing bike from WAPDA City Faisalabad. The vehicle was parked outside my workplace around 7 PM when it was stolen. The registration is FSD-4260 and the vehicle is worth Rs. 40000. I had locked it properly but the lock was broken. The security guard said he did not notice anything suspicious. I suspect a gang is operating in this area as several vehicles have been stolen recently.,"Plot 403, Block H, WAPDA City, opposite the bank, Faisalabad",31.395082,73.072878,2025-05-26 12:14:31+00:00,Punjab,Faisalabad,12,0,afternoon
CR-2025-000062,BURGLARY,The accounts office at my trading company in WAPDA City Faisalabad was broken into on Sunday night when the premises was closed for the weekend. The burglars broke the window grill and used what appears to be gas cutting equipment on the safe which has burn marks. They stole Rs. 500000 cash that was meant for Monday labor payments and all office laptops containing important company data. The security guard was found tied up in the warehouse saying three masked men overpowered him around midnight. They seemed to know exactly where the safe was kept suggesting inside information. Total loss is approximately Rs. 700000.,"Shop 86, WAPDA City Commercial Area, behind the restaurant, Faisalabad",31.444207,73.030085,2025-04-30 08:29:05+00:00,Punjab,Faisalabad,8,2,morning
CR-2025-000063,THEFT,My construction site in Gulfishan Colony Faisalabad was raided during the night and building materials worth Rs. 485000 were stolen. The thieves took tiles and sanitary items and loaded everything quickly onto a loading vehicle. The site had no guard that night as the regular guard was absent. By the time the morning workers arrived everything valuable was gone. Other plots in the area have also been targeted suggesting an organized gang is operating here.,"House 59, Street 38, Block K, Gulfishan Colony, Faisalabad",31.374784,73.053042,2025-04-27 15:31:50+00:00,Punjab,Faisalabad,15,6,afternoon
CR-2025-000064,ROBBERY,At around 3:30 PM near Kotwali Road Faisalabad I was robbed by a man who had been watching me at the Standard Chartered ATM. I had withdrawn Rs. 110000 for household expenses. The suspect followed me on foot and blocked my path near a dark corner. He threatened me with a concealed weapon and demanded my money. He was a athletic build male speaking in threatening tone. He took all my cash my phone and my gold ring. He ran into the nearby residential area after the robbery. The ATM camera should have recorded his face.,"Flat 903, Al-Fatah Heights, Kotwali Road, Faisalabad",31.424308,73.077624,2025-02-05 21:09:55+00:00,Punjab,Faisalabad,21,2,evening
